,Title,Name,content
715,diverses mesures d'ordre social,"Jean-Marie Le Guen, Charles Descours","Projet de loi portant diverses mesures d'ordre social|Texte adopté n°&nbsp;486 - Projet de loi portant diverses mesures d'ordre social|Texte adopté n°&nbsp;518 - Projet de loi portant diverses mesures d'ordre social  n° 0520 sur Vote sur l'ensemble du texte au cours de la  séance  du mercredi 5 juin 1991 rapporteur le  4 juin 1991 rapporteur le  25 juin 1991 et <a href=""/14/tribun/fiches_id/1880.asp"" target=""_blank"">Jean-Marie Le Guen</a> rapporteur le  25 juin 1991 rapporteur, sous le n° 2144 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/descours_charles83028t.html"" target=""_blank"">Charles Descours</a> rapporteur, sous le n° 413 au SénatProjet de loi  après déclaration d'urgence,  portant diverses mesures d'ordre social, n° 2142, déposé le  25 juin 1991<br> et renvoyé à <a href=""/commissions/59045_tab.asp  rapporteur le  4 juin 1991 n° 0533 sur Vote sur l'ensemble du texte au cours de la  séance  du mercredi 26 juin 1991Projet de loi  portant diverses mesures d'ordre social et qui a fait l'objet d'un vote de rejet  en nouvelle lecture   par le Sénat  au cours de la séance du 28 Juin      1991, n° 2176, déposé le  27 juin 1991<br> et renvoyé à <a href=""/commissions/59045_tab.asp "
716,diverses mesures d'ordre social,"Alfred Recours, Bernard Seillier","Projet de loi portant diverses mesures d'ordre social|Texte adopté n°&nbsp;804 - Projet de loi portant diverses mesures d'ordre social|Texte adopté n°&nbsp;748 - Projet de loi portant diverses mesures d'ordre social  n° 0737 sur Vote sur l'ensemble du texte au cours de la  séance  du vendredi 4 décembre 1992 rapporteur le  8 décembre 1992 rapporteur le  19 décembre 1992 et <a href=""http://www.senat.fr/senateur/seillier_bernard89041r.html"" target=""_blank"">Bernard Seillier</a> rapporteur le  19 décembre 1992 rapporteur, sous le n° 3202 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/seillier_bernard89041r.html"" target=""_blank"">Bernard Seillier</a> rapporteur, sous le n° 163 au SénatProjet de loi  après déclaration d'urgence,  portant diverses mesures d'ordre social, n° 3195, déposé le  19 décembre 1992<br> et renvoyé à <a href=""/commissions/59045_tab.asp Projet de loi  portant diverses mesures d'ordre social, n° 3234, déposé le  22 décembre 1992<br> et renvoyé à <a href=""/commissions/59045_tab.asp "
717,DIVERSES MESURES RELATIVES AUX ASSURANCES,"Hubert Haenel, Nicole Catala","Projet de loi OJET DE LOI PORTANT ADAPTATION DU CODE DES ASSURANCES A L'OUVERTURE DU MARCHE EUROPEEN|Texte adopté n°&nbsp;221 - Projet de loi OJET DE LOI PORTANT ADAPTATION DU CODE DES ASSURANCES A L'OUVERTURE DU MARCHE EUROPEEN rapporteur le  5 avril 1989Projet de loi OJET DE LOI PORTANT ADAPTATION DU CODE DES ASSURANCES A L'OUVERTURE DU MARCHE EUROPEEN, n° 912, déposé le  12 octobre 1989<br> et renvoyé à <a href=""/commissions/59051_tab.asp Projet de loi OJET DE LOI PORTANT ADAPTATION DU CODE DES ASSURANCES A L'OUVERTURE DU MARCHE EUROPEEN, n° 1081, déposé le  12 décembre 1989<br> et renvoyé à <a href=""/commissions/59051_tab.asp "
718,divorce par consentement mutuel,Gérard VIGNOBLE,"  tendant a completer les dispositions relatives au divorce par consentement mutuel, n° 1934, déposée le  27 mars 1991"
719,divorce pour rupture de vie commune,Alain FORT,
720,DOMAINE PUBLIC MARITIME NATUREL,"Raymond MARCELLIN, Pierre Mazeaud", 
721,DOMICILIATION DES ENTREPRISES,Christine BOUTIN,"  RELATIVE A LA DOMICILIATION DES ENTREPRISES, n° 23, déposée le  29 juin 1988"
722,dommages dus a des perfusions sanguines,Claude HURIET,
723,DOM-TOM,"Jérôme Lambert, Camille Cabana","Projet de loi|Texte adopté n°&nbsp;754 - Projet de loi portant dispositions diverses relatives aux departements d'outre-mer, aux territoires d'outre-mer et aux collectivites territoriales de Mayotte et de Saint-Pierre-et-Miquelon  rapporteur le  10 décembre 1992 rapporteur le  17 décembre 1992 et <a href=""http://www.senat.fr/senateur/cabana_camille59524q.html"" target=""_blank"">Camille Cabana</a> rapporteur le  17 décembre 1992 rapporteur, sous le n° 3187 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/cabana_camille59524q.html"" target=""_blank"">Camille Cabana</a> rapporteur, sous le n° 146 au Sénat"
724,DON BENEVOLE DU SANG,Gilbert MILLET,"  RELATIVE A LA DIFFUSION A LA RADIO ET A LA TELEVISION D'INFORMATIONS POUR ENCOURAGER LE DON BENEVOLE DU SANG, n° 48, déposée le  6 juillet 1988"
725,don du sang et transfusion sanguine,"Alain Calmat, Claude Huriet","Projet de loi relatif a la securite en matiere de transfusion et de medicament|Texte adopté n°&nbsp;793 - Projet de loi  rapporteur le  3 décembre 1992 rapporteur le  19 décembre 1992 et <a href=""http://www.senat.fr/senateur/huriet_claude83036t.html"" target=""_blank"">Claude Huriet</a> rapporteur le  19 décembre 1992 rapporteur, sous le n° 3198 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/huriet_claude83036t.html"" target=""_blank"">Claude Huriet</a> rapporteur, sous le n° 160 au Sénat"
726,donnees nominatives en matiere de sante,Alex Türk,"Projet de loi relatif au traitement de donnees nominatives ayant pour fin la recherche en vue de la protection ou l'amelioration de la sante et modifiant la loi no 78-17 du 6 janvier 1978 relative a l'informatique, aux fichiers et aux libertes rapporteur le  16 décembre 1992"
727,dons d'organes,Denis JACQUAT,
728,dons d'organes et PMA,,"Projet de loi relatif au don et a l'utilisation des parties et produits du corps humain, a la procreation medicalement assistee et au diagnostic prenatal ainsi qu'au comite consultatif national d'ethique pour les sciences de la vie et de la sante"
729,DONS ET LEGS AUX ASSOCIATIONS DECLAREES,Bruno BOURG-BROC,
730,dotation complementaire d'integration,Pierre MAZEAUD,"  tendant a creer une dotation complementaire d'integration, n° 1385, déposée le  23 mai 1990"
731,dotation globale de fonctionnement,Michel SOUPLET,"  tendant a modifier les regles d'indexation de la dotation globale de fonctionnement, n° 468, déposée le  30 juin 1990"
732,dotation globale de fonctionnement,Raymond BOUVIER,"  visant a rendre plus justes pour les communes petites et moyennes les modalites de repartition de la dotation de base de la dotation globale de fonctionnement, n° 324, déposée le  14 mai 1991"
733,DOTATION GLOBALE D'EQUIPEMENT,Claude BIRRAUX,"  RELATIVE A LA DOTATION GLOBALE D'EQUIPEMENT, n° 190, déposée le  5 octobre 1988"
734,DOTATION GLOBALE D'EQUIPEMENT,Henri GOETSCHY,"  TENDANT A ACCORDER AUX COMMUNES DE MOINS DE 2000 HABITANTS UN DROIT D'OPTION EN FAVEUR DE LA PREMIERE PART DE LA DOTATION GLOBALE D'EQUIPEMENT, n° 272, déposée le  27 avril 1989"
735,DOTATION SUPPLEMENTAIRE AUX COMMUNES TOURISTIQUES,Bernard DEBRÉ,
736,dotations financieres des communes des DOM,Élie HOARAU,
737,droit a l'affichage d'opinion,Jacques RIMBAULT,"  tendant a garantir le droit a l'affichage d'opinion, n° 2095, déposée le  12 juin 1991"
738,droit a l'emprunt en faveur des etudiants,"Georges GRUILLOT, Jean Clouet","  tendant a instituer un droit a l'emprunt en faveur des etudiants, n° 447, déposée le  30 juin 1989 rapporteur le  17 octobre 1989"
739,droit a l'emprunt en faveur des etudiants,Lucien RICHARD,"  tendant a instituer un droit a l'emprunt en faveur des etudiants, n° 829, déposée le  28 juin 1989"
740,droit a l'indemnisation des Patriotes Resistants,Jean-Luc REITZER,"  tendant a reconnaitre le droit a l'indemnisation des Patriotes Resistants a l'Occupation, n° 880, déposée le  4 juillet 1989"
741,DROIT A PENSION DE REVERSION,Lucien RICHARD,
742,droit a pret des jeunes epoux,Henri COLLETTE,"  tendant a creer un droit de contracter aupres de tout etablissement bancaire un pret dont le remboursement est garanti par l'Etat et destine a faciliter l'installation des jeunes epoux maries depuis moins de six mois, n° 68, déposée le  6 novembre 1990"
743,DROIT AU LOGEMENT,André DUROMEA,"  TENDANT A INSTITUER LE DROIT AU LOGEMENT ET A DEFINIR LES MODALITES DE SA MISE EN OEUVRE CONCRETE, n° 329, déposée le  2 novembre 1988"
744,droit au logement,"Bernard Carton, Robert Laucournet","Projet de loi visant a la mise en oeuvre du droit au logement|Texte adopté n°&nbsp;273 - Projet de loi visant a la mise en oeuvre du droit au logement|Texte adopté n°&nbsp;278 - Projet de loi visant a la mise en oeuvre du droit au logement  rapporteur le  6 décembre 1989 rapporteur le  17 avril 1990 et <a href=""/9/tribun/fiches_id/751.asp"" target=""_blank"">Bernard Carton</a> rapporteur le  12 avril 1990 rapporteur, sous le n° 1279 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/laucournet_robert59541r.html"" target=""_blank"">Robert Laucournet</a> rapporteur, sous le n° 240 au SénatProjet de loi  après déclaration d'urgence,  visant a la mise en oeuvre du droit au logement, n° 1221, déposé le  6 avril 1990<br> et renvoyé à <a href=""/commissions/59052_tab.asp  rapporteur le  6 décembre 1989Projet de loi  visant a la mise en oeuvre du droit au logement, n° 1302, déposé le  24 avril 1990<br> et renvoyé à <a href=""/commissions/59052_tab.asp "
745,droit aux activites sociales et culturelles des salaries,Thierry Mandon, 
746,droit d'asile,Charles PASQUA,"  reformant la procedure du droit d'asile, n° 451, déposée le  3 juillet 1991"
747,droit d'asile,Bernard PONS,"  tendant a reformer la procedure du droit d'asile, n° 2227, déposée le  18 septembre 1991"
748,droit d'asile,Patrick BALKANY,
749,DROIT DE GREVE,Alain BOCQUET,"  TENDANT A ASSURER L'EXERCICE SANS RESTRICTION DU DROIT DE GREVE, n° 42, déposée le  6 juillet 1988"
750,DROIT DE GREVE,Charles LEDERMAN,"  TENDANT A ASSURER L'EXERCICE SANS RESTRICTION DU DROIT DE GREVE, n° 187, déposée le  22 décembre 1988"
751,DROIT DE NON-CHASSE,Xavier DENIAU,
752,droit de peche dans l'etang de Berre,Paul LOMBARD,"  tendant a retablir le droit de peche dans l'etang de Berre, n° 1754, déposée le  22 novembre 1990"
753,droit de preemption,Michel GIRAUD,"  tendant a moraliser l'exercice du droit de preemption, n° 2572, déposée le  19 février 1992"
754,droit de preemption urbain des collectivites publiques,Pierre-André WILTZER,"  tendant a faire obligation aux collectivites publiques et etablissements publics de cooperation intercommunale qui usent de leur droit de preemption urbain, de rembourser les frais engages par les acquereurs evinces, n° 1982, déposée le  17 avril 1991"
755,DROIT DE PRIORITE DES COMMERCANTS,Michel JACQUEMIN,
756,DROIT DE VOTE AUX CITOYENS DE LA CEE,Michel PELCHAT,"  TENDANT A ACCORDER LE DROIT DE VOTE POUR LES ELECTIONS MUNICIPALES AUX CITOYENS DES ETATS MEMBRES DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE, n° 415, déposée le  29 novembre 1988"
757,DROIT DE VOTE AUX CITOYENS DE LA CEE,Michel PELCHAT,"  TENDANT A ACCORDER LE DROIT DE VOTE POUR LES ELECTIONS MUNICIPALES AUX CITOYENS DES ETATS MEMBRES DE LA COMMUNAUTE ECONOMIQUE EUROPEENNE, n° 447, déposée le  14 décembre 1988"
758,DROIT DE VOTE DES ETRANGERS,André LAJOINIE,"  RELATIVE AU DROIT DE VOTE ET A L'ELIGIBILITE DES ETRANGERS DANS LES ELECTIONS MUNICIPALES, EUROPEENNES ET PRUD'HOMALES, n° 463, déposée le  14 décembre 1988"
759,droit de vote des etrangers,Paul LORIDANT,"  tendant a accorder le droit de vote aux ressortissants etrangers, pour les elections municipales dans leur commune de residence, n° 14, déposée le  13 octobre 1989"
760,DROIT DE VOTE DES RETRAITES,Jean-Jacques JÉGOU,
761,DROIT DE VOTE ET ELIGIBILITE DES ETRANGERS,André LAJOINIE,"  TENDANT A COMPLETER L'ARTICLE 3 DE LA CONSTITUTION ET RELATIVE AU DROIT DE VOTE ET A L'ELIGIBILITE DES ETRANGERS DANS LES ELECTIONS MUNICIPALES ET EUROPEENNES, n° 437, déposée le  13 décembre 1988"
762,droit de vote et eligibilite des etrangers,Hélène LUC,"  tendant a completer l'article 3 de la Constitution et relative au droit de vote et a l'eligibilite des etrangers dans les elections municipales et europeennes, n° 222, déposée le  5 avril 1990"
763,droit de vote par procuration des retraites,Jean-François MANCEL,"  visant a completer l'article L. 171 du code electoral afin d'elargir le droit de vote par procuration des retraites, n° 2642, déposée le  29 avril 1992"
764,droit de vote par procuration des retraites,Marcel WACHEUX,
765,DROIT DES DIVORCES A UNE PENSION DE REVERSION,Jean-Pierre DELALANDE,
766,droit des elus d'assister aux adjudications,Patrick BALKANY,
767,droit des etudiants a acceder a l'emprunt,Paul LORIDANT,"  relative au droit des etudiants a acceder a l'emprunt, n° 280, déposée le  3 mai 1990"
768,droit des riverains des aeroports,Hélène LUC,"  tendant a renforcer le droit des riverains des aeroports a participer a la lutte contre le bruit, n° 32, déposée le  29 octobre 1992"
769,droit des riverains des aeroports,Jean-Claude LEFORT,"  tendant a renforcer le droit des riverains des aeroports a participer a la lutte contre le bruit, n° 2581, déposée le  19 février 1992"
770,droit des travailleurs frontaliers,"Denis JACQUAT, Charles Metzinger", 
771,droit d'etablissement dans l'artisanat,Denis JACQUAT,
772,droit d'etablissement dans l'artisanat,Germain GENGENWIN,"  tendant a instituer un droit d'etablissement dans l'artisanat, fonde sur l'aptitude professionnelle et de gestion, n° 2110, déposée le  12 juin 1991"
773,droit d'installation dans l'artisanat,Hubert HAENEL,"  relative au droit d'installation dans l'artisanat, n° 308, déposée le  30 avril 1991"
774,DROIT D'OPTION DES COMMUNES SUR LA DGE,Alain MAYOUD,
775,DROITS A LA RETRAITE DES CONJOINTS DIVORCES,Étienne PINTE,"  RELATIVE AUX CONJOINTS DIVORCES DE COMMERCANTS ET D'ARTISANS AU REGARD DE LEURS DROITS A LA RETRAITE, n° 530, déposée le  22 décembre 1988"
776,droits de la jeunesse,Hélène LUC,"  d'orientation sur les droits de la jeunesse, n° 111, déposée le  11 décembre 1992"
777,droits de la jeunesse,André LAJOINIE,"  d'orientation sur les droits de la jeunesse, n° 2955, déposée le  14 octobre 1992"
778,droits de l'enfant,Marie-Claude BEAUDEAU,"  relative aux droits de l'enfant et aux devoirs de la societe a son egard, n° 224, déposée le  5 avril 1990"
779,DROITS DE MUTATION DES FONDS DE COMMERCE,Paul CHOLLET,"  RELATIVE AUX DROITS DE MUTATION DES FONDS DE COMMERCE, n° 265, déposée le  5 octobre 1988"
780,DROITS DE MUTATION SUR LES IMMEUBLES,Michel PELCHAT,"  TENDANT A SUPPRIMER LES DROITS DE MUTATION A TITRE ONEREUX D'IMMEUBLES A USAGE D'ENTREPRISE, n° 216, déposée le  5 octobre 1988"
781,droits de mutations au profit d'handicapes,André SANTINI,"  tendant a exonerer de droits les mutations a titre gratuit au profit d'handicapes incapables de travailler, n° 3168, déposée le  17 décembre 1992"
782,DROITS DES ANCIENS COMBATTANTS DANS LES ENTREPRISES,François D'HARCOURT,
783,DROITS DES EXPROPRIES,Louis PIERNA,"  TENDANT A GARANTIR ET A RENFORCER LES DROITS DES EXPROPRIES, n° 659, déposée le  10 mai 1989"
784,droits des heritiers,,
785,DROITS DES MEMBRES DE LA RESISTANCE,Théo VIAL-MASSAT,"  TENDANT A LA PLEINE RECONNAISSANCE DES DROITS DES MEMBRES DE LA RESISTANCE, n° 73, déposée le  6 juillet 1988"
786,DROITS DES TRAVAILLEURS DANS L'ENTREPRISE,André LAJOINIE,"  TENDANT A INSTITUER DES DROITS NOUVEAUX EN MATIERE D'INFORMATION ET D'INTERVENTION DES TRAVAILLEURS DANS L'ENTREPRISE ET A GARANTIR L'EXERCICE DE LA CITOYENNETE, n° 44, déposée le  6 juillet 1988"
787,DROITS DU CREANCIER CHIROGRAPHAIRE,Philippe LEGRAS,"  TENDANT A MIEUX PRESERVER LES DROITS DU CREANCIER CHIROGRAPHAIRE ANTERIEURS AU JUGEMENT D'OUVERTURE, EN CAS DE LIQUIDATION JUDICIAIRE, n° 396, déposée le  23 novembre 1988"
788,DROITS DU DEBITEUR ET DU CREANCIER EN CAS DE SAISIE,Louis MERMAZ,"  TENDANT A MIEUX PRESERVER LES DROITS DU DEBITEUR ET DU CREANCIER EN CAS DE SAISIE IMMOBILIERE, n° 465, déposée le  14 décembre 1988"
789,DUPLICATION DES LOGICIELS A DES FINS PEDAGOGIQUES,Bruno BOURG-BROC,
790,duree de la periode de surete,Jacques GODFRAIN,
791,duree de protection des medicaments,Bernard PONS,"  tendant a assurer aux medicaments une duree de protection identique aux autres produits, compte tenu de leurs regles de commercialisation, n° 1243, déposée le  12 avril 1990"
792,duree du mandat des delegues du personnel,Michel PÉRICARD,"  tendant a porter a deux ans la duree du mandat des delegues du personnel prevus au titre II du livre IV du code du travail, n° 1539, déposée le  28 juin 1990"
793,eau,"Richard Pouille, Guy Malandain","Projet de loi ojet sur l'eau|Texte adopté n°&nbsp;607 - Projet de loi|Texte adopté n°&nbsp;561 - Projet de loi ojet sur l'eau rapporteur le  12 juin 1991Projet de loi  sur la repartition, la police et la protection des eaux, n° 2284, déposé le  18 octobre 1991<br> et renvoyé à <a href=""/commissions/59052_tab.asp Projet de loi ojet sur l'eau, n° 2474, déposé le  13 décembre 1991<br> et renvoyé à <a href=""/commissions/59052_tab.asp  rapporteur le  19 décembre 1991 et <a href=""/11/tribun/fiches_id/2034.asp"" target=""_blank"">Guy Malandain</a> rapporteur le  19 décembre 1991 rapporteur, sous le n° 2509 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/pouille_richard000470.html"" target=""_blank"">Richard Pouille</a> rapporteur, sous le n° 216 au Sénat"
794,ECHEANCES DES EFFETS DE COMMERCE,Henri DE GASTINES,
795,echeances des effets de commerce,Jean-Marc NESME,
796,ecoutes telephoniques,Marcel RUDLOFF,
797,ecoutes telephoniques,Jean-Jacques HYEST,"  tendant a reglementer les ecoutes telephoniques, n° 1816, déposée le  12 décembre 1990"
798,EDUCATION,"Bernard Derosier, Paul Seramy","Projet de loi D'ORIENTATION SUR L'EDUCATION|Texte adopté n°&nbsp;165 - Projet de loi D'ORIENTATION SUR L'EDUCATION|Texte adopté n°&nbsp;171 - Projet de loi D'ORIENTATION SUR L'EDUCATION  rapporteur le  31 mai 1989 rapporteur le  30 juin 1989 et <a href=""/13/tribun/fiches_id/1092.asp"" target=""_blank"">Bernard Derosier</a> rapporteur le  30 juin 1989 rapporteur, sous le n° 846 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/seramy_paul000440.html"" target=""_blank"">Paul Seramy</a> rapporteur, sous le n° 446 au SénatProjet de loi  après déclaration d'urgence,  D'ORIENTATION SUR L'EDUCATION, n° 843, déposé le  30 juin 1989<br> et renvoyé à <a href=""/commissions/59045_tab.asp rapporteur le  31 mai 1989 Projet de loi  D'ORIENTATION SUR L'EDUCATION, n° 883, déposé le  4 juillet 1989<br> et renvoyé à <a href=""/commissions/59045_tab.asp "
799,education nationale,"Jean-Paul Bret, Jean-Pierre Camoin","Projet de loi relatif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale|Texte adopté n°&nbsp;685 - Projet de loi relatif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale|Texte adopté n°&nbsp;718 - Projet de loi relatif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale  rapporteur le  5 mai 1992 rapporteur le  3 juillet 1992 et <a href=""http://www.senat.fr/senateur/camoin_jean_pierre89024q.html"" target=""_blank"">Jean-Pierre Camoin</a> rapporteur le  3 juillet 1992 rapporteur, sous le n° 2888 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/camoin_jean_pierre89024q.html"" target=""_blank"">Jean-Pierre Camoin</a> rapporteur, sous le n° 486 au SénatProjet de loi  après déclaration d'urgence,  relatif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale, n° 2880, déposé le  2 juillet 1992<br> et renvoyé à <a href=""/commissions/59045_tab.asp rapporteur le  5 mai 1992 Projet de loi  relatif a la validation d'acquis professionnels pour la delivrance de diplomes et portant diverses dispositions relatives a l'education nationale, n° 2896, déposé le  7 juillet 1992<br> et renvoyé à <a href=""/commissions/59045_tab.asp "
800,EFFETS DU DIVORCE AVEC LES TIERS,Monique PAPON,"  RELATIVE AU REPORT DES EFFETS DU DIVORCE DANS LES RAPPORTS AVEC LES TIERS, n° 201, déposée le  5 octobre 1988"
801,egalite dans l'acces aux prestations de solidarite,François ASENSI,"  tendant a assurer l'egalite dans l'acces aux prestations de solidarite, n° 1547, déposée le  28 juin 1990"
802,egalite des candidatures electorales,André LAJOINIE,"  tendant a assurer l'acces egal des candidats au suffrage universel et la liberte de choix des electeurs, n° 2594, déposée le  18 mars 1992"
803,EGALITE DES SEXES DANS LES MANUELS SCOLAIRES,Hélène LUC,"  TENDANT A ENCOURAGER ET A ACCELERER L'EVOLUTION VERS L'EGALITE DES SEXES A TRAVERS LES MANUELS SCOLAIRES, n° 331, déposée le  8 juillet 1988"
804,egalite entre les sexes dans les emplois publics,Arthur PAECHT,"  tendant a etablir l'egalite entre les sexes dans la designation des emplois publics et des distinctions, n° 2963, déposée le  14 octobre 1992"
805,egalite professionnelle,Yvette ROUDY,"  tendant a favoriser l'egalite professionnelle entre les femmes et les hommes, n° 1868, déposée le  19 décembre 1990"
806,elargir le vote par procuration,André BOHL,
807,election au Parlement europeen,Georges COLOMBIER,"  tendant a modifier les conditions d'election des representants francais au Parlement europeen, n° 3016, déposée le  5 novembre 1992"
808,ELECTION DES CONSEILLERS GENERAUX,"Charles JOSSELIN, Paul-Louis Tenaillon, Pierre Salvi","  RELATIVE A L'ELECTION DES CONSEILLERS GENERAUX ET DEROGEANT AUX DISPOSITIONS DE L'ARTICLE L. 221 DU CODE ELECTORAL, n° 16, déposée le  29 juin 1988  rapporteur le  30 juin 1988"
809,ELECTION DES CONSEILLERS GENERAUX,Joseph RAYBAUD,
810,ELECTION DES CONSEILLERS MUNICIPAUX,Michel TERROT,
811,ELECTION DES CONSEILLERS MUNICIPAUX,Jean-Claude GAUDIN,
812,ELECTION DES CONSEILLERS MUNICIPAUX,Claude BIRRAUX,"  RELATIVE A L'ELECTION DES CONSEILLERS MUNICIPAUX, n° 373, déposée le  23 novembre 1988"
813,ELECTION DES CONSEILLERS REGIONAUX,Jean Louis MASSON,"  RELATIVE A L'ELECTION DES CONSEILLERS REGIONAUX ET A LA COORDINATION DES ACTIONS DEPARTEMENTALES ET REGIONALES AU NIVEAU DE L'ARRONDISSEMENT, n° 254, déposée le  5 octobre 1988"
814,ELECTION DES CONSEILLERS REGIONAUX,Michel GIRAUD,"  MODIFIANT LE CODE ELECTORAL ET RELATIVE A L'ELECTION DES CONSEILLERS REGIONAUX, n° 395, déposée le  23 novembre 1988"
815,ELECTION DES CONSEILLERS REGIONAUX,Lucien RICHARD,
816,election des conseillers regionaux,Michel NOIR,
817,ELECTION DES CONSEILS MUNICIPAUX,Pierre SCHIELE,"  TENDANT A MODIFIER LES CONDITIONS DE PRESENTATION DES CANDIDATS A L'ELECTION DES CONSEILS MUNICIPAUX DANS LES COMMUNES DE 35OO HABITANTS AU PLUS, n° 99, déposée le  23 novembre 1988"
818,election des conseils regionaux,Louis JUNG,
819,election des deputes,Michel NOIR,
820,election des deputes et representation senatoriale,Élie HOARAU,
821,election des deputes francais au Parlement europeen,Alain LAMASSOURE,"  tendant a modifier le mode de scrutin des representants de la France au Parlement europeen, n° 3184, déposée le  17 décembre 1992"
822,election des senateurs,Guy ALLOUCHE,"  modifiant des dispositions du code electoral relatives a l'election des senateurs, n° 65, déposée le  21 novembre 1989"
823,election des senateurs,Guy ALLOUCHE,"  tendant a modifier le tableau no 6 annexe a l'article L. 279 du code electoral fixant le nombre de senateurs representant les departements ainsi que le tableau no 5 annexe a l'article L.O. 276 du code electoral relatif a la repartition des sieges de senateurs entre les series, n° 228, déposée le  16 janvier 1991"
824,election des senateurs,Jacques Larché," rapporteur le  11 décembre 1991Projet de loi rejeté  par le Sénat  ,  relatif a l'election des senateurs, n° 2519, déposé le  20 décembre 1991<br> et renvoyé à <a href=""/commissions/59051_tab.asp"
825,election des senateurs,Guy ALLOUCHE,"  tendant a modifier le nombre de senateurs elus dans les departements et a abaisser l'age d'eligibilite des senateurs, n° 227, déposée le  16 janvier 1991"
826,election du President de la Republique,Bernard PONS,"  tendant a permettre de proceder a l'election du President de la Republique dans les territoires d'outre-mer, les departements d'outre-mer et les collectivites territoriales de la Republique francaise, le jour precedant celui ou les electeurs de la metropole sont convoques, n° 803, déposée le  21 juin 1989"
827,elections cantonales et regionales,"Marc Dolez, Jacques Sourdille, Michel Sapin","Projet de loi organisant la concomitance des renouvellements des conseils generaux et des conseils regionaux|Texte adopté n°&nbsp;390 - Projet de loi organisant la concomitance des renouvellements des conseils generaux et des conseils regionaux|Texte adopté n°&nbsp;384 - Projet de loi organisant la concomitance des renouvellements des conseils generaux et des conseils regionaux  rapporteur le  5 octobre 1990 rapporteur le  25 octobre 1990 et <a href=""/13/tribun/fiches_id/2679.asp"" target=""_blank"">Michel Sapin</a> rapporteur le  25 octobre 1990 rapporteur, sous le n° 1673 à l'Assemblée nationale et par M. <a href=""http://www.senat.fr/senateur/sourdille_jacques89005m.html"" target=""_blank"">Jacques Sourdille</a> rapporteur, sous le n° 57 au SénatProjet de loi  après déclaration d'urgence,  organisant la concomitance des renouvellements des conseils generaux et des conseils regionaux et qui a fait l'objet d'un vote de rejet   par le Sénat  au cours de la séance du 24 Octobre   1990, n° 1663, déposé le  25 octobre 1990<br> et renvoyé à <a href=""/commissions/59051_tab.asp Projet de loi  organisant la concomitance des renouvellements des conseils generaux et des conseils regionaux et qui a fait l'objet d'un vote de rejet  en nouvelle lecture   par le Sénat  au cours de la séance du 16 Novembre  1990, n° 1711, déposé le  8 novembre 1990<br> et renvoyé à <a href=""/commissions/59051_tab.asp "
828,ELECTIONS EUROPEENNES,Adrien ZELLER,"  TENDANT A RAPPROCHER LA COMMUNAUTE EUROPEENNE DES CITOYENS, n° 499, déposée le  21 décembre 1988"
829,elections legislatives et cantonales,Léon VACHET,"  visant la simplification du deuxieme tour des elections legislatives et cantonales, n° 2958, déposée le  14 octobre 1992"
830,elections legislatives et europeennes dans les DOM-TOM,Bernard PONS,"  tendant a permettre de proceder aux elections legislatives et europeennes dans les territoires d'outre-mer, les departements d'outre-mer et les collectivites territoriales de la Republique, le jour precedant celui ou les electeurs de la metropole sont convoques, n° 828, déposée le  28 juin 1989"
