Title,Name,content
 fonds special du mecenat politique,Ernest CARTIGNY,relative a la creation d'un fonds special du mecenat politique
 forces armees conventionnelles en Europe,"Jean Diébold, Jacques Golliet",relatif a la conduite des inspections menees en vertu de l'article 14 du Traite sur les forces armees conventionnelles en Europe et du protocole sur l'inspection annexe a ce traite
 formation a l'apprentissage des gestes de survie,Patrick DELNATTE,visant a introduire dans la formation des futurs usagers de la route l'apprentissage de la conduite a tenir en cas d'accident de la route
 formation professionnelle,Philippe MATHOT,"visant a supprimer le caractere obligatoire de la participation a la formation professionnelle continue pour les travailleurs independants, les membres des professions liberales et les professions non salariees n'employant aucun salarie"
 formation professionnelle,,relatif aux formations en alternance et a la formation professionnelle
 formation professionnelle des artisans,Jean-Jacques WEBER,tendant a modifier la loi no 82-1091 du 23 decembre 1982 relative a la formation professionnelle des artisans
 formes civiles du service national,Alain MARSAUD,tendant a la renovation et au developpement des formes civiles du service national
 Traités et conventions : convention France - Mali sur la circulation des personnes,"Projet de loi,  TA n° 14",autorisant l'approbation de la convention entre le Gouvernement de la Republique francaise et le Gouvernement de la Republique du Mali sur la circulation et le sejour des personnes (ensemble deux echanges de lettres)
 Affaires étrangères : traité de coopération avec l'Albanie,(Dossier en ligne sur le site du Sénat),"autorisant la ratification d'un traité d'entente, d'amitié et de coopération entre la République française et la République d'Albanie"
 Affaires étrangères : convention avec le Sénégal sur la circulation des personnes,"Jean-Yves Le Déaut, (Dossier en ligne sur le site du Sénat)",autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République du Sénégal relative à la circulation et au séjour des personnes (ensemble une annexe)
 France-Television,Maurice BLIN,relative a l'organisation de France-Television
 franchise de droits a l'importation ou a l'exportation,"Francis GALIZI, Francis Saint-Ellier",sur la proposition de reglement (CE) du Conseil determinant les cas dans lesquels une franchise de droits a l'importation ou de droits a l'exportation est accordee (COM (94) 232 final/no E-275)
 fraude dans les transports parisiens,Michel BOUVARD,renforcant les moyens de lutte contre la fraude dans les transports parisiens
 fraudes au mariage,Patrick BALKANY,tendant a confier aux officiers d'etat civil les moyens de prevenir les fraudes au mariage
 fraudes aux Communautés européennes,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur la proposition de reglement (CE, Euratom) du Conseil relatif aux controles et verifications sur place de la Commission aux fins de la constatation des fraudes et irregularites portant atteinte aux interets financiers des Communautes europeennes (COM(95) 690 fina"
 friches,Michel BOUVARD,relative aux pouvoirs de police du Maire en matiere de terrains en etat d'abandon manifeste
fruits et legumes (PAC E-613),Alain LE VERN,sur la proposition de reglement (CE) du Conseil portant organisation commune des marches dans le secteur des fruits et legumes et la proposition de reglement (CE) du Conseil portant organisation commune des marches dans le secteur des produits transformes a base de fruits et legumes (E-613)
 garantie de paiement dans les marches de travaux,"Jean PÉPIN, Pierre Fauchon, Jean Pépin",tendant a instituer une garantie de paiement au profit du locateur d'ouvrage dans les marches prives de travaux
 garantie de qualification pour les artisans,Jean Louis MASSON,tendant a instituer une garantie de qualification pour l'exercice d'une profession artisanale
 garantie des deposants et des investisseurs,"Philippe AUBERGER, Philippe Auberger",relative a la garantie des deposants et des investisseurs
 garantie des ressources des travailleurs handicapes,Jean-Claude ABRIOUX,"visant a modifier l'article 33 de la loi du 30 juin 1975 d'orientation en faveur des personnes handicapees, afin que la garantie de ressources assuree aux travailleurs handicapes exercant leur activite dans un Centre d'Aide par le Travail, soit exoneree de la part patronale des cotisations de securite sociale et de retraite complementaire"
 garantie SMIC revalorise pour les jeunes,Alain BOCQUET,  tendant a la garantie du salaire minimum de croissance revalorise pour les jeunes
 garanties accordees aux salaries francais expatries,Charles DE CUTTOLI,sur les garanties accordees aux salaries francais expatries en cas de licenciement
 garanties des biens de consommation,,Rapport d'information déposé en application de l'article 145 du Règlement par la Mission d'information commune sur l'ensemble des problèmes poses par le développement de l'épidémie d'encéphalite spongiforme bovine en conclusion des travaux de la mission d'information  déposé par la delegation de l'Assemblee nationale pour l'Union europeenne sur la proposition de directive du Parlement europeen et du Conseil sur la vente et les garanties des biens de consommation
 garanties des biens de consommation,Philippe BONNECARRÈRE,sur la proposition de directive du Parlement europeen et du Conseil sur la vente et les garanties des biens de consommation
 garanties juridiques du statut de l'animal,Pierre MICAUX,tendant a renforcer les garanties juridiques du statut de l'animal
 garanties legales de reembauche,Michelle DEMESSINE,  tendant a ameliorer les garanties legales de reembauche pour les jeunes gens obliges de quitter leur emploi pour accomplir leur service national
 garanties legales de reembauche,Jean-Claude LEFORT,  tendant a ameliorer les garanties legales de reembauche pour les jeunes gens obliges de quitter leur emploi pour accomplir leur service national
 garantissant le paiement au profit du locateur d'ouvrage,Édouard LANDRAIN,tendant a instituer une garantie de paiement au profit du locateur d'ouvrage dans les marches prives de travaux
 garantissant le paiement du locateur d'ouvrage,Henri DE GASTINES,tendant a instituer une garantie de paiement du locateur d'ouvrage dans les marches prives de travaux
 garantissant le paiement du locateur d'ouvrage,Francis DELATTRE,tendant a instituer une garantie de paiement du locateur d'ouvrage dans les marches prives de travaux
 garantissant le paiement du locateur d'ouvrage,Augustin BONREPAUX,  tendant a instituer une garantie du paiement du locateur d'ouvrage dans les marches prives
 garantissant le paiement du locateur d'ouvrage,Richard CAZENAVE,tendant a instituer une garantie de paiement du locateur d'ouvrage dans les marches prives de travaux
 gardes-champetres et protection de la nature,Jean-Jacques WEBER,etendant les competences des gardes-champetres en matiere de protection de la nature
 gardiennage et transport de fonds,,"modifiant la loi no 83-629 du 12 juillet 1983 reglementant les activites privees de surveillance, de gardiennage, de transport de fonds et relatif a l'activite des agences de recherches privees"
 genocide du peuple armenien,Marie-Claude BEAUDEAU,"  tendant a proteger contre la contestation de l'existence des genocides, et notamment du genocide dont le peuple armenien fut victime"
 genocide du peuple armenien,Paul MERCIECA,  tendant a proteger contre la contestation de l'existence des genocides et notamment du genocide dont le peuple armenien fut victime
 genocide du peuple armenien,Patrick LABAUNE,tendant a condamner les revisionnistes du genocide dont fut victime le peuple armenien de 1915 a 1918
genocide du peuple armenien en 1915-1917,Patrick LABAUNE,condamnant le genocide dont fut victime le peuple armenien en 1915-1917
 gens du voyage,Philippe MARINI,relative au stationnement des gens du voyage
 gestion de la carte scolaire,André DROITCOURT,creant un pacte de stabilite entre l'Etat et les communes ou leurs structures intercommunales dans le cadre de la gestion de la carte scolaire
 gestion des dechets,Pierre PASCALLON,visant a modifier l'article 60 de la loi no 95-101 du 2 fevrier 1995 relative au renforcement de la protection de l'environnement
Gestion des déchets nucléaires à haute activité Tome 1 : les déchets civils,,
 grandes surfaces,Pierre PASCALLON,"favorisant les moyennes et grandes surfaces commerciales jouant le role de""locomotive""dans la revitalisation des centres villes"","
 gratuite des autoroutes urbaines,Gérard ROUJAS,tendant a instaurer la gratuite des autoroutes urbaines
 greffiers,Georges HAGE,  relative a la delegation aux greffiers des attributions devolues par la loi aux greffiers en chef
 groupe Aeronaval,M. Bertrand Cousin,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement par la commission de la defense sur le groupe Aeronava"
 habilitation (ordonnance securite sociale),"Daniel Mandon, Charles Descours","autorisant le Gouvernement, par application de l'article 38 de la Constitution, a reformer la protection sociale"
 Outre-mer : habilitation sur la législation pénale a Mayotte,"Projet de loi, Jean-Marie Girault, Rapport,  TA n° 30 , Pierre Mazeaud, (Dossier en ligne sur le site du Sénat)",portant ratification des ordonnances prises en application de la loi no 96-1 du 2 janvier 1996 d'habilitation relative a l'extension et a l'adaptation de la legislation en matiere penale applicable aux territoires d'outre-mer et a la collectivite territoriale de Mayotte et abrogeant certaines dispositions concernant les iles Eparses et l'ile de Clipperton
 Outre-mer : habilitation sur le code de la sante publique a Mayotte,"Projet de loi, Jean-Louis Lorrain, Rapport,  TA n° 29 , Pierre Lefèbvre","d'habilitation relatif a l'extension et a l'adaptation a la collectivite territoriale de Mayotte des dispositions legislatives du titre 1er du livre VII du code de la sante publique, au statut du personnel et au financement de l'etablissement public de sante territoriale de Mayotte ainsi qu'a la reforme du statut de la caisse de prevoyance sociale"
 habitat,"François Collet, Hervé Mariton",relatif a l'habitat
 habitat,"Gilles CARREZ, Serge Lepeltier, Gérard Larcher",relative a la diversite de l'habitat
 habitat minier du Nord et du Pas-de-Calais,Rémy AUCHEDÉ,  relative a la renovation des cites et de l'habitat minier du bassin du Nord et du Pas-de-Calais
" haras, les courses et l'equitation",Jacques MYARD,"visant a transformer le service des haras, des courses et de l'equitation en etablissement public industriel et commercial (EPIC)"
" """"""Haras nationaux""""""",Philippe MARINI,"elative a la creation d'un etablissement public de l'Etat a caractere industriel et commercial""Haras nationaux"""
 harmonisant le nouveau code penal,Jean-Louis BORLOO,harmonisant les dispositions du nouveau code penal avec les sanctions d'interdiction des droits civiques prevues par la legislation des faillites
 haut conseil de l'amenagement du territoire,Thierry CORNILLET,visant a creer un haut conseil de l'amenagement du territoire
 hebergement d'adultes gravement handicapes,Joël SARLOT,"precisant le statut des foyers""a double tarification""pour l'hebergement d'adultes gravement handicapes"""
 hebergement d'adultes gravement handicapes,Bruno RETAILLEAU,"donnant une base legale aux foyers a""double tarification""pour l'hebergement d'adultes gravement handicapes"""
 hebergement des personnes en detresse,Françoise HOSTALIER,instituant un hebergement d'urgence pour les personnes en situation de detresse
helicoptere NH 90,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la commission de la defense en application de l'article 145 du Reglement sur l'helicoptere NH 9
 heure legale,Bernard CHARLES,relative a la fixation de l'heure legale
 HLM,Claude BIRRAUX,relative a l'intervention des collectivites locales dans le secteur des HLM
 L'homme cybernétique,,
 homologation de produits utilises en medecine,M. Guy CABANEL,relative a l'homologation de produits et dispositifs utilises en medecine humaine
 hospitalisation d'office de malades mentaux,Charles COVA,modifiant les articles L.342 et L.343 du code de la sante publique qui fixent les modalites d'hospitalisation d'office de personnes souffrantde troubles mentaux
 huiles vegetales,"Philippe BONNECARRÈRE, Jean Proriol","sur le rapport de la Commission au Conseil et au Parlement europeen etablie conformement a l'art.8, par.6 de la dir. 92/81/CEE sur la situation des exonerations et des reductions introduites pour des raisons de politiques specifiques en vertu de l'art.8, par.4, sur l'exoneration obligatoire des huiles minerales utilisees comme carburant pour la navigation aerienne autre que l'aviation de tourisme privee et les exonerations ou reductions facultatives pour la navigation sur les voies navigables interieures autre que la navigation de plaisance, prevues respectivement a l'art.8, par.1, point b et a l'art. 8, par.2, point b de la dir., et la proposition de decision du Conseil autorisant les Etats membres a continuer a appliquer a certaines huiles minerales utilisees a des fins specifiques les reductions de taux d'accises ou les exonerations d'accises existantes, conformement a la procedure prevue a l'art.8, par.4 de la dir.92/81/CEE (COM(96)54"
 identite des emprunteurs,"Claude DHINNIN, Henri de Richemont",tendant a obliger les etablissements ou maisons de prets sur gages a controler et a enregistrer l'identite des emprunteurs
 immeubles en copropriete,Bernard PONS,  tendant a favoriser l'installation de dispositif de fermeture organisant l'acces a des immeubles detenus en copropriete
 immigration,"Jean-Pierre Philibert, Paul Masson","relatif a la maitrise de l'immigration et aux conditions d'entree, d'accueil et de sejour des etrangers en France"
 immigration,"Paul Masson, Jean-Pierre Philibert",portant diverses dispositions relatives a la maitrise de l'immigration et modifiant le code civil
 Justice : immigration,"Pierre Mazeaud, (Dossier en ligne sur le site du Sénat)",portant diverses dispositions relatives a l'immigration
 immigration clandestine,Pierre MAZEAUD,tendant a modifier l'ordonnance no 45-2658 du 2 novembre 1945 modifiee par la loi no 90-34 du 10 janvier 1990 relative aux conditions d'entree et de sejour des etrangers en France et a creer un office central pour la repression de l'immigration clandestine
 immunite judiciaire des parlementaires,Marc-Philippe DAUBRESSE,tendant a supprimer l'immunite judiciaire dont jouissent les parlementaires
 immunite parlementaire,Pierre VALLON,visant a modifier l'article 26 de la Constitution et tendant a reduire le champ d'application de l'immunite parlementaire
 immunite parlementaire,Jean Louis MASSON,relative a l'immunite parlementaire
 immunite parlementaire,Jean ROATTA,modifiant l'article 26 de la Constitution relatif a l'immunite parlementaire
 implantation des complexes cinematographiques,Marie-Josée ROIG,tendant a reglementer l'implantation des complexes cinematographiques
 implantation des debits de boissons,Patrick LABAUNE,relative aux zones protegees pour l'implantation des debits de boissons
 implantation du troisième aéroport international,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement par la commission de la production sur l'implantation du futur troisieme aeroport internationa"
 implantations nouvelles d'hotels,Gérard VOISIN,tendant a creer des commissions departementales d'integration hoteliere regissant les implantations nouvelles d'hotels
 importations d'automobiles du Japon,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les Communautes europeennes sur l'application de l'arrangement entre la Communaute et le Japon sur les importations d'automobiles de ce pay
 importations d'automobiles japonaises,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les Communautes europeennes sur les nouveaux developpements intervenus dans l'application de l'arrangement entre la Communaute et le Japon sur les importations d'automobiles de ce pay
 importations de bovins,"Patrick HOGUET, Jacques-Michel Faure",sur la proposition de reglement (CE) du Conseil prevoyant la reduction du taux applicable aux importations realisees en application du contingent tarifaire OMC pour certains animaux bovins vivants (COM (96) 324 fina
 imposition des comptes courants d'associes,Nicolas FORISSIER,tendant a relever le plafond prevu par l'article 125 B du code general des impots et relative a l'imposition des comptes courants d'associes
 imposition des plus-values immobilieres,Gilbert GANTIER,tendant a reformer l'imposition des plus-values immobilieres
 impot sur la fortune des couples maries,Jean Louis MASSON,tendant a remedier aux discriminations creees par le calcul de l'impot sur la fortune a l'encontre des couples maries
 impot sur le revenu des personnels navigants,Ambroise GUELLEC,relative a l'exoneration au titre de l'impot sur le revenu des personnels navigants
 impots locaux supportes par la Poste et France-Telecom,André SANTINI,tendant a faire beneficier les collectivites locales des impots locaux supportes par la Poste et France-Telecom
 imprescriptibilite des actes de terrorisme,Ernest CARTIGNY,relative a l'imprescriptibilite des actes de terrorisme
 imprescriptibilite des crimes contre l'humanite,Pierre MAZEAUD,tendant a completer les dispositions de la loi no 64-1326 du 26 decembre 1964 relative a l'imprescriptibilite des crimes contre l'humanite
 imprescriptibilite des crimes de terrorisme,Patrick BALKANY,tendant a rendre imprescriptibles les crimes de terrorisme
 imprescriptibilite des crimes de terrorisme,Bernard MURAT,tendant a rendre imprescriptibles les crimes de terrorisme
 Imprimerie nationale,"Claude Belot, Jean-Jacques Jégou",relatif a l'Imprimerie nationale
incidences de la loi 96-502 sur la réduction du temps de travail,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  en application de l'article 145 du Reglement par la commission des finances sur les incidences economiques et financieres de la lo"
 incitation fiscale en faveur de la recherche,Michel HANNOUN,tendant a instaurer une incitation fiscale en faveur de la recherche medicale contre certaines maladies
 incompatibilite de l'exploitant de casino,Jean KIFFER,creant une incompatibilite entre l'exploitant de casino et l'exploitant de fournitures et de maintenance (S.F.M.)
 incompatibilites de president de communautes urbaines,Alain FERRY,"tendant a modifier les dispositions de l'article L.O. 141 du code electoral pour etendre les incompatibilites enoncees aux fonctions de president de communautes urbaines, president de communautes de communes, president de communautes de villes, president de syndicat intercommunal, president de district de plus de 20.000 habitants"
 incompatibilites electorales,Nicolas ABOUT,visant a rendre incompatible la fonction de membre du gouvernement avec l'exercice de tout mandat electoral
 incompatibilites en matiere d'elections,Alain FERRY,"tendant a modifier les dispositions du Chapitre IV, Livre Ier, Premiere partie du Code electoral relatives aux incompatibilites"
 inconstitutionnalite du chomage,Bernard TAPIE,tendant a reaffirmer l'inconstitutionnalite du chomage et a inverser le processus d'inactivite des jeunes de moins de vingt-cinq ans
 indemnisant l'artisanat et le commerce de montagne,Pierre PASCALLON,relative a l'institution d'une indemnite speciale pour l'artisanat et le commerce de montagne
 indemnisant les victimes d'erreurs medicales,Michel PONIATOWSKI,tendant a creer un fonds de garantie pour indemniser les victimes d'accidents d'origine medicale
 indemnisation de l'alea medical,Pierre PASCALLON,relative a un fonds d'indemnisation de l'alea medical
 indemnisation de l'alea therapeutique,Bernard SERROU,relative a l'indemnisation de l'alea therapeutique
 indemnisation des accidentes de la circulation,Bernard PONS,tendant a modifier la loi du 5 juillet 1985 relative a l'amelioration de la situation des victimes d'accidents de la circulation et a l'acceleration des procedures d'indemnisation
 indemnisation des accidents dus a la pyrotechnie,Jean-Paul FUCHS,instituant un regime d'indemnisation obligatoire des victimes d'accidents imputables a l'utilisation d'engins pyrotechniques
 indemnisation des dommages dus aux transfusions de sang,"Pierre MAZEAUD, Bernard Leccia",modifiant les regles relatives a l'indemnisation des transfuses et hemophiles contamines par le virus du Sida
 indemnisation des porteurs de titres russes,Éric RAOULT,tendant a creer une agence pour le recensement et l'indemnisation des porteurs de titres russes
 indemnisation des porteurs de titres russes,Didier MIGAUD,  tendant a creer une agence pour le recensement et l'indemnisation des porteurs de titres russes
 indemnisation des porteurs de titres russes,Patrick BALKANY,tendant a creer une agence nationale pour le recensement et l'indemnisation des porteurs de titres russes
 indemnisation des troubles dus a un ouvrage public,Alain MOYNE-BRESSAND,tendant a instaurer un systeme d'indemnisation des citoyens pour les troubles qu'ils subissent du fait de l'implantation d'un ouvrage public nouveau
 indemnisation des victimes d'accidents therapeutiques,Muguette JACQUAINT,  relative a l'indemnisation des victimes d'accidents therapeutiques
 indemnisation des victimes de la pyrotechnie,Jean-Luc REITZER,instituant un regime d'indemnisation obligatoire des victimes d'accidents imputables a l'utilisation d'engins pyrotechniques
 indemnisation des victimes de l'hepatite C,Jean URBANIAK,tendant a creer un fonds d'indemnisation des victimes de l'hepatite C post-transfusionnelle
 indemnisation des victimes d'inondations,M. Édouard LEJEUNE,visant a ameliorer l'indemnisation des personnes physiques et morales ainsi que des collectivites territoriales victimes des inondations
" ""indemnisation des victimes du regime de """"Vichy""""""",Jean GLAVANY," relative aux conditions d'indemnisation des victimes du regime de""Vichy"""
 indemnisations des dommages dus aux hydrocarbures,,autorisant l'approbation du protocole modifiant la convention de Bruxelles du 18 decembre 1971 portant creation d'un Fonds international d'indemnisation pour les dommages dus a la pollution par les hydrocarbures fait a Londres le 27 novembre 1992
 indemnite de difficultes en Alsace-Lorraine,Jean Louis MASSON,tendant a supprimer la retroactivite de l'article 85 de la loi no 94-43 du 18 janvier 1994 pour le calcul de l'indemnite de difficultes particulieres en Alsace-Lorraine
 indemnite de licenciement,Marcel BONY,  tendant a l'augmentation de l'indemnite due au salarie en cas de licenciement survenu pour une cause non reelle et serieuse
 indemnite de precarite aux salaries en CDD,Maryse BERGÉ-LAVIGNE,  tendant a l'ouverture du droit a l'indemnite compensatrice de precarite aux salaries en Contrats a Duree Determinee dits d'usage
 indemnite des membres du Parlement,Alain FERRY,"visant a modifier l'ordonnance no 58-1210 du 13 decembre 1958 portant loi organique relative a l'indemnite des membres du Parlement et tendant a inclure les fonctions de president de communautes urbaines, president de communautes de communes, president de communautes de villes, president de syndicat intercommunal, president de district de plus de 20.000 habitants dans le calcul du cumul des remunerations pouvant etre touchees"
 indemnite parlementaire,Jean-Pierre CHEVÈNEMENT,interdisant le cumul de l'indemnite parlementaire et du traitement percu au titre des fonctions compatibles avec un mandat parlementaire en application de l'article L.O. 142 du code electoral
 indemnite representative de logement des instituteurs,Pierre PASCALLON,visant a instaurer une reforme des modes d'attribution de l'indemnite representative de logement des instituteurs
 indemnites de direction dans l'enseignement prive,Charles MIOSSEC,tendant a completer la loi no 59-1157 du 31 decembre 1959 sur les rapports entre l'Etat et les etablissements d'enseignement prives afin de faire beneficier les directeurs d'etablissements d'enseignement prives des indemnites de direction et de decharges de service d'enseignement accordees aux instituteurs exercant des fonctions de directeurs d'ecoles publiques
 indemnites des elus locaux,Jacques ROCCA SERRA,tendant a l'abrogation des dispositions relatives au plafonnement des indemnites des elus locaux
 indemnites des elus locaux,Jean-Paul DELEVOYE,visant a preciser la nature juridique des indemnites de fonction percues par les elus locaux et a clarifier leur situation au regard des organismes sociaux charges d'appliquer la legislation sociale
 indemnites des elus locaux,Michel CHARASSE,  visant a preciser la nature juridique des indemnites de fonction percues par les elus locaux et a clarifier leur situation au regard des organismes sociaux charges d'appliquer la legislation sociale
 indemnites parlementaires,Jacques ROCCA SERRA,tendant a l'abrogation des dispositions relatives au plafonnement des indemnites parlementaires
 independance de la Banque de France,Charles MILLON,  tendant a garantir l'independance de la Banque de France
 inegibilites,Yvon BOURGES,visant a modifier les articles L.195-18 et L.231-8 du Code electoral
 ineligibilite des condamnes pour corruption,Bernard CARAYON,tendant a rendre ineligibles a vie les deputes condamnes definitivement pour corruption et detournement de fonds publics
 ineligibilite des condamnes pour corruption,Bernard CARAYON,tendant a rendre ineligibles a vie les elus condamnes definitivement pour corruption et detournement de fonds publics
 ineligibilite pour les elections legislatives,Pierre MAZEAUD,relative a l'ineligibilite des candidats a l'election des deputes
 information des actionnaires et les delits d'inities,Philippe MARINI,tendant a ameliorer l'information des actionnaires et a prevenir les delits d'inities en matiere d'options de souscription d'achat d'actions
 information des conseillers municipaux,Christine BOUTIN,tendant a ameliorer l'information des conseillers municipaux
 information des parlementaires,Christine BOUTIN,tendant a organiser l'information des parlementaires sur les avant-projets de loi soumis a une procedure consultative
 information des parlements étrangers,,Rapport d'information   déposé en application de l'article 145 du Reglement par la mission d'information commune sur les moyens d'information des parlements etrangers en matiere economique et social
 information des parquets des juridictions financieres,Pierre MAZEAUD,relative a l'information des parquets des juridictions financieres
 information des populations riveraines des barrages,Jean-François CHOSSY,tendant a une meilleure information des populations riveraines des barrages sur les conditions d'application des reglements d'eau des entreprises hydroelectriques par leurs exploitants
 information des professions medicales,Patrick BALKANY,tendant a modifier le code de la sante publique en ce qui concerne l'organisation de reunions tendant a l'information des professions medicales
 informatisation du livre foncier alsacien,"Raoul Béteille, André Bohl","relatif a l'informatisation du livre foncier des departements du Bas-Rhin, du Haut-Rhin et de la Moselle"
 initiative et l'entreprise individuelle des agriculteurs,Serge MATHIEU,tendant a etendre aux agriculteurs les dispositions de l'article 154 bis du code general des impots tel que modifie par l'article 24 de la loi no 94-126 du 11 fevrier 1994 relative a l'initiative et a l'entreprise individuelle
 initiative legislative du Parlement,Philippe LANGENIEUX-VILLARD,visant a renforcer l'initiative legislative du Parlement
 inondations et indemnisation des victimes,Louis MINETTI,  relative a la prevention des inondations et a l'indemnisation juste et totale de toutes les personnes qui en sont victimes
 inscription a l'ordre du jour des propositions de loi,Richard CAZENAVE,"visant a permettre l'inscription a l'ordre du jour des assemblees, des propositions de loi ayant recueilli deux tiers de cosignatures des membres de l'Assemblee nationale ou du Senat"
 inscription a l'ordre du jour des propositions de loi,Bernard PLASAIT,tendant a l'inscription a l'ordre du jour des assemblees des propositions de loi presentees par au moins la moitie des membres de l'Assemblee nationale ou du Senat
 inscription des naissances,Pierre LAFFITTE,  visant a permettre l'inscription des naissances aupres de l'officier de l'etat civil du lieu de residence des parents
 inscription des SDF sur les listes electorales,Pierre FAVRE,relative aux conditions d'inscription des personnes sans domicile fixe sur les listes electorales
 inscription en seance de certaines propositions de loi,Michel HANNOUN,tendant a l'inscription a l'ordre du jour des assemblees des propositions de loi presentees par au moins les trois cinquiemes des membres de l'Assemblee nationale ou du Senat
 insertion des chomeurs de longue duree,Joël SARLOT,tendant a la creation de chantiers d'insertion pour les chomeurs de longue duree
 insertion des RMistes et des CES,Jacques MASDEU-ARUS,tendant a faciliter l'insertion socio-professionnelle des beneficiaires du revenu minimum d'insertion (RMI) et de contrats emploi-solidarite (CES) dans le secteur marchand
 insertion sociale des allocataires du RMI,François VANNSON,tendant a favoriser l'insertion sociale des allocataires du RMI par la mise en place par les communes de Comites de Pilotage charges de leur proposer des travaux d'interet general dans le secteur non marchand et la creation d'un revenu minimum d'activites (RMA)
 installation des commercants et les baux precaires,Léonce DEPREZ,"tendant a faciliter l'installation des commercants et a mettre fin a la pratique devoyee des baux derogatoires dits""baux precaires"""
 installation des grandes surfaces commerciales,Gérard CORNU,"endant a modifier l'article 29 de la loi no 73-1193 du 27 decembre 1973 (loi""Royer), l'article 32 de la loi no 93-122 du 29 janvier 1993 (loi""Sapin), l'article 98 de la loi no 92-125 relative a l'administration territoriale de la Republique et, d'une maniere generale, tendant a modifier les regles relatives a l'installation des grandes surfaces"""
 installation des grandes surfaces commerciales,Alain FERRY,modifiant l'article 29 de la loi d'orientation du commerce et de l'artisanat du 27 decembre 1973 dite loi Royer
 installation des grandes surfaces commerciales,René COUANAU,modifiant l'article 29 de la loi d'orientation du commerce et de l'artisanat du 27 decembre 1973 dite loi Royer
 installations classees,Claude GIRARD,tendant a modifier la loi no 76-663 du 19 juillet 1976 relative aux installations classees pour la protection de l'environnement et le Code de l'urbanisme
 instaurer une journee nationale de la Resistance,Rémy AUCHEDÉ,  tendant a instituer une journee nationale de la Resistance
 instituant des cheques de rentree des classes,Charles COVA,modifiant les articles L. 543-1 et L. 543-2 du code de la securite sociale et instituant des cheques de rentree des classes
 instituant un controle des actes communautaires,Pierre MAZEAUD,tendant a completer le titre XIV de la Constitution afin d'instituer un controle de constitutionnalite des actes communautaires
 instituant un controle des actes communautaires,M. Jacques OUDIN,tendant a completer l'article 88-4 de la Constitution afin de permettre un controle de la constitutionnalite des propositions d'actes communautaires
 instituant un debat sur le  de la Cour des comptes,Bernard CARAYON,tendant a instituer un debat dans les deux assemblees du Parlement sur le rapport annuel de la Cour des comptes
 instituant un financement public des syndicats,Dominique PAILLÉ,instituant un financement public des syndicats
 instituant une allocation dependance,Alain Vasselle,instituant une prestation d'autonomie pour les personnes agees dependantes
 instituant une taxe locale sur les chiens,Pierre PASCALLON,visant a instituer une taxe locale sur les chiens et a creer des canisettes
 instituer une remuneration mensuelle maximale,Antoine JOLY,tendant a instituer une remuneration mensuelle maximale afin de renforcer la cohesion sociale
 Institut national de la sante publique,Bernard SERROU,creant un Institut national de la sante publique
 institutions de prevoyance,"Jean-Luc Préel, Bernard Seillier",modifiant le code de la securite sociale en ce qui concerne notamment les institutions de prevoyance et portant transposition des directives no 92/49 et no 92/96 des 18 juin et 10 novembre 1992 du Conseil des Communautes europeennes
 instruments communautaires de defense commerciale,,"Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les Communautes europeennes sur les propositions tendant a renforcer les instruments communautaires de defense commerciale : - Proposition de reglement (CEE) du Conseil relatif a l'introduction de delais pour la conduite des enquetes dans le cadre des instruments communautaires de defense commerciale et portant modification des reglements du Conseil applicables en la matiere (no E-177) - Proposition de reglement (CEE) du Conseil relative a l'harmonisation et a la rationalisation des procedures decisionnelles des instruments communautaires de defense commerciale, et portant modification des reglements du Conseil applicables en la matiere (no E-3"
 integration des jeunes sans ressources,Pierre PASCALLON,relative a l'integration des jeunes sans ressources
 intercommunalite des polices municipales,Jean-Marie ANDRÉ,sur l'intercommunalite des polices municipales
 interdiction de la fabrication de mines antipersonnel,Claude ESTIER,"  sur l'interdiction de la mise au point, de la fabrication, de l'acquisition et de la vente de mines antipersonnel"
 interdiction de la fabrication de mines antipersonnel,Christiane TAUBIRA,"sur l'interdiction de la mise au point, la fabrication, l'acquisition et la vente de mines antipersonnel"
 interdiction de la peche dans l'Etang de Berre,Olivier DARRASON,tendant a abroger la loi no 57-897 du 7 aout 1957 portant l'interdiction de la peche dans l'Etang de Berre
 interdiction de la publicite aux collectivites locales,Jacques BRIAT,visant a interdire la publicite sur supports commerciaux aux collectivites territoriales
 interdiction de l'amnistie des infractions politiques,Hélène LUC,tendant a interdire l'amnistie des infractions commises en relation avec le financement des campagnes et des partis politiques
